text,intents,slots
I set it much higher than it was,['more_higher_after'],
the current one,['current'],
A room with kitchen and dining room in it.,['room_ammenities'],"{'rooms': {'value': 'A room', 'span': [0, 6], 'norm_value': 1}}"
how much did I spend on hair yesterday?,"['how_much', 'transfer_payment_deposit']","{'date': {'value': 'yesterday', 'span': [29, 38], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}, 'shopping_category': {'value': 'hair', 'span': [24, 28], 'norm_value': 'hair'}}"
Thank you very much,['thank'],
me with my mom,,"{'adults': {'value': 'me with my mom', 'span': [0, 14], 'norm_value': 2}}"
In another country.,['international'],
"The shower cannot get any hot water, I've been taking cold showers all this time.","['wrong_notworking_notshowing', 'room_ammenities']",
i tried to do a withdrawal with my contactless card and it didnt work,"['card', 'wrong_notworking_notshowing', 'contactless', 'withdrawal']",
just one night,,"{'date_period': {'value': 'one night', 'span': [5, 14], 'norm_values': {'type': 'relative', 'days': 1}}}"
"So I made a transfer from my savings account but it was declined. I understand I will be refunded, right?","['wrong_notworking_notshowing', 'savings', 'account', 'refund', 'transfer_payment_deposit', 'request_info']",
do this definitely before next week Friday,"['make_open_apply_setup_get_activate', 'less_lower_before']","{'date': {'value': 'next week Friday', 'span': [26, 42], 'norm_value': {'day': 25, 'month': 3, 'year': 2022}}}"
"6 adults, dinner and breakfast, 3 night in June",,"{'date_period': {'value': '3 night in June', 'span': [32, 47], 'norm_values': {'type': 'relative', 'days': 3}}, 'adults': {'value': '6 adults', 'span': [0, 8], 'norm_value': 6}}"
how much did i spend on amex recently,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'recently', 'span': [29, 37], 'norm_values': {'type': 'ambiguous'}}, 'company_name': {'value': 'amex', 'span': [24, 28], 'norm_value': 'amex'}}"
Do I get higher interest on my savings in other currencies?,"['fees_interests', 'more_higher_after', 'savings', 'international', 'request_info']",
my new account is not showing,"['wrong_notworking_notshowing', 'account', 'new']",
I have a reservation that I need to cancel,"['change', 'booking']",
"much appreciated, can you revert the 66.1 dollars payment then?","['transfer_payment_deposit', 'cancel_close_leave_freeze', 'thank']","{'amount_of_money': {'value': '66.1 dollars', 'span': [37, 49], 'norm_value': {'amount': 66.1, 'currency': 'USD'}}}"
be able to spend more than what i have,"['overdraft', 'transfer_payment_deposit']",
I would like to have the ensuite room for 1 night please,"['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': '1 night', 'span': [42, 49], 'norm_values': {'type': 'relative', 'days': 1}}, 'rooms': {'value': 'the ensuite room', 'span': [21, 37], 'norm_value': 1}}"
i need to set up a transfer for tomorrow at 0 45 p.m.,"['transfer_payment_deposit', 'make_open_apply_setup_get_activate']","{'time': {'value': '0 45 p.m.', 'span': [44, 53], 'norm_value': {'hour': 12, 'minute': 45}}, 'date': {'value': 'tomorrow', 'span': [32, 40], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
set up a $500 transfer tomorrow at 12 00 a.m.,"['transfer_payment_deposit', 'make_open_apply_setup_get_activate']","{'time': {'value': '12 00 a.m.', 'span': [35, 45], 'norm_value': {'hour': 0, 'minute': 0}}, 'date': {'value': 'tomorrow', 'span': [23, 31], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '$500', 'span': [9, 13], 'norm_value': {'amount': 500.0, 'currency': 'USD'}}}"
There is a table booking for lancer glinski i think tomorrow at 20 to 16,"['existing', 'booking', 'restaurant']","{'time': {'value': '20 to 16', 'span': [64, 72], 'norm_value': {'hour': 15, 'minute': 40}}, 'date': {'value': 'tomorrow', 'span': [52, 60], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'lancer glinski', 'span': [29, 43], 'norm_value': 'lancer glinski'}}"
But I'm eating less,['less_lower_before'],
What are the top up limits of my card?,"['request_info', 'limits', 'card', 'transfer_payment_deposit']",
"no, it's my wife coming with two kids, the name is Maria Stone.",['deny'],"{'kids': {'value': 'two kids', 'span': [29, 37], 'norm_value': 2}, 'adults': {'value': 'my wife', 'span': [9, 16], 'norm_value': 1}}"
"hello, I want to change the number of nights of my hotel booking","['change', 'existing', 'booking', 'greet']",
I was wondering if the limit could be increased,"['change', 'limits', 'more_higher_after', 'request_info']",
any room free this evening already?,['request_info'],"{'time_period': {'value': 'this evening', 'span': [14, 26], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 0, 'minute': 0}}}}"
earliest check in,"['when', 'check_in', 'less_lower_before', 'limits']",
It is new,['new'],
no i dont want to make a transfer please let me speak with someone else,"['deny', 'transfer_payment_deposit', 'handoff']",
I paid with my contactless card,"['contactless', 'card', 'transfer_payment_deposit']",
i need to freeze my debit card,"['debit', 'cancel_close_leave_freeze', 'card']",
I would like to increase my card limits,"['change', 'limits', 'card', 'more_higher_after']",
my card doesn't work at the atm!,"['wrong_notworking_notshowing', 'card', 'withdrawal']",
Has my luggage arrived from the airport? I really need my laptop.,['request_info'],
A room with air conditioning.,['room_ammenities'],"{'rooms': {'value': 'A room', 'span': [0, 6], 'norm_value': 1}}"
"thats very helpful, thanks!",['thank'],
"I think i visited LA VN like 5 times lately, did I spend more than 400 in groceries","['request_info', 'more_higher_after', 'transfer_payment_deposit']","{'date_period': {'value': 'lately', 'span': [37, 43], 'norm_values': {'type': 'ambiguous'}}, 'amount_of_money': {'value': '400', 'span': [67, 70], 'norm_value': {'amount': 400.0, 'currency': 'ambiguous'}}, 'company_name': {'value': 'LA VN', 'span': [18, 23], 'norm_value': 'LA VN'}, 'shopping_category': {'value': 'groceries', 'span': [74, 83], 'norm_value': 'groceries'}}"
"sorry to bug you, but the tv in my room stopped working all of a sudden.","['wrong_notworking_notshowing', 'room_ammenities']",
I have a dinner reservation for 7:30pm,"['existing', 'booking', 'restaurant']","{'time': {'value': '7:30pm', 'span': [32, 38], 'norm_value': {'hour': 19, 'minute': 30}}}"
"i want a new card, how long will it take to arrive?","['card', 'arrival', 'how_long', 'new']",
i'll leave March 16,,"{'date_to': {'value': 'March 16', 'span': [11, 19], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
i want to use the app so put me with a human please,['handoff'],
I have a restaurant reservation that I think is for kamini luoma at 14 50 tomorrow,"['existing', 'restaurant', 'booking']","{'time': {'value': '14 50', 'span': [68, 73], 'norm_value': {'hour': 14, 'minute': 50}}, 'date': {'value': 'tomorrow', 'span': [74, 82], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'kamini luoma', 'span': [52, 64], 'norm_value': 'kamini luoma'}}"
"hi there, what i want is setting up a direct debit with Cash back for the next 2 months","['greet', 'direct_debit', 'make_open_apply_setup_get_activate']","{'date_period': {'value': 'next 2 months', 'span': [74, 87], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 4, 'year': 2022}, 'to': {'day': 1, 'month': 6, 'year': 2022}}}, 'company_name': {'value': 'Cash back', 'span': [56, 65], 'norm_value': 'Cash back'}}"
This is my pin,['pin'],
what's the status of that payment to deliveroo,"['request_info', 'transfer_payment_deposit']","{'company_name': {'value': 'deliveroo', 'span': [37, 46], 'norm_value': 'deliveroo'}}"
"From the 16th to the 30th, a single room for 2 adults and 1 child.",,"{'date_from': {'value': '16th', 'span': [9, 13], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'date_to': {'value': '30th', 'span': [21, 25], 'norm_value': {'day': 30, 'month': 3, 'year': 2022}}, 'kids': {'value': '1', 'span': [58, 59], 'norm_value': 1}, 'adults': {'value': '2', 'span': [45, 46], 'norm_value': 2}, 'rooms': {'value': 'a single room', 'span': [27, 40], 'norm_value': 1}}"
i want to get a refund of a top up i made,"['refund', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
the number i use to log in to the app,['pin'],
When will I get there?,['when'],
whats the balance of my savings one?,"['balance', 'savings', 'how_much']",
"Thank you so much for your help, I appreciate it",['thank'],
Is there a cash machine on the premises?,['request_info'],
It's about my appointment,['appointment'],
get me your manager on the line,['handoff'],
"My surname is misspelled on my card, how do I change that?","['wrong_notworking_notshowing', 'change', 'card', 'how']",
do I have less than £900 in my account?,"['less_lower_before', 'account', 'balance', 'request_info']","{'amount_of_money': {'value': '£900', 'span': [20, 24], 'norm_value': {'amount': 900.0, 'currency': 'GBP'}}}"
new,['new'],
1,,"{'number': {'value': '1', 'span': [0, 1], 'norm_value': 1}}"
"I've got a table booked at 11:30 p.m. today, under leeandrea, for 6.","['restaurant', 'booking']","{'time': {'value': '11:30 p.m.', 'span': [27, 37], 'norm_value': {'hour': 23, 'minute': 30}}, 'date': {'value': 'today', 'span': [38, 43], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'leeandrea', 'span': [51, 60], 'norm_value': 'leeandrea'}, 'people': {'value': '6', 'span': [66, 67], 'norm_value': 6}}"
Why is it still pending after 3 days?,"['wrong_notworking_notshowing', 'why', 'more_higher_after']","{'date_period': {'value': '3 days', 'span': [30, 36], 'norm_values': {'type': 'relative', 'days': 3}}}"
Is it safe to write my pin on the back of my card?,"['pin', 'request_info', 'card']",
what was my account balance 10 months ago?,"['how_much', 'account', 'balance']","{'date': {'value': '10 months ago', 'span': [28, 41], 'norm_value': {'day': 15, 'month': 5, 'year': 2021}}}"
"this looks good, can you tell me more?",['request_info'],
"Yes, it is this card","['affirm', 'card']",
I can't seem to top up,"['wrong_notworking_notshowing', 'transfer_payment_deposit']",
i asked for a refund but its not showing in my account,"['refund', 'wrong_notworking_notshowing', 'account']",
i want to cancel my loan asap let me talk to the manager,"['loan', 'cancel_close_leave_freeze', 'handoff']",
I want to change pin on my debit card as soon as possible.,"['pin', 'change', 'debit', 'card']",
please bring me a ham sandwich,"['make_open_apply_setup_get_activate', 'room_service']",
"Yes, I paid it yesterday","['affirm', 'transfer_payment_deposit']","{'date': {'value': 'yesterday', 'span': [15, 24], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}}"
I have an appointment on Tuesday to talk about my account,"['appointment', 'account']","{'date': {'value': 'Tuesday', 'span': [25, 32], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}}"
It wasn't by card,"['card', 'deny']",
"you promised that functionality last year, but it's still not there.",['wrong_notworking_notshowing'],"{'date_period': {'value': 'last year', 'span': [32, 41], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2021}, 'to': {'day': 31, 'month': 12, 'year': 2021}}}}"
is making a payment to get up to date with a direct debit has some additional fees?,"['direct_debit', 'transfer_payment_deposit', 'fees_interests', 'request_info']",
"yeah, wonderful, go ahead!",['affirm'],
I want to change my card reader.,"['change', 'card']",
I need a room for my family consisting of 5 adults.,"['booking', 'make_open_apply_setup_get_activate']","{'adults': {'value': '5', 'span': [42, 43], 'norm_value': 5}, 'rooms': {'value': 'a room', 'span': [7, 13], 'norm_value': 1}}"
Stay for two nights,,"{'date_period': {'value': 'two nights', 'span': [9, 19], 'norm_values': {'type': 'relative', 'days': 2}}}"
new one,['new'],
need to change the time of my lunch booking to earlier,"['change', 'restaurant', 'booking', 'less_lower_before']",
I'd like to change my room booking please,"['change', 'booking']","{'rooms': {'value': 'my room', 'span': [19, 26], 'norm_value': 1}}"
"No, it wasn't reverted","['wrong_notworking_notshowing', 'deny']",
2 joined rooms,,"{'rooms': {'value': '2 joined rooms', 'span': [0, 14], 'norm_value': 2}}"
I really have no idea what you're referring to and would like to speak to a real person.,"['dont_know', 'handoff']",
"Yes, exactly.",['affirm'],
its about my pin,['pin'],
what are the restaurant choices,"['request_info', 'restaurant']",
leaving on the 12th of Oct arrive on Thursday,,"{'date_from': {'value': 'Thursday', 'span': [37, 45], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}, 'date_to': {'value': '12th of Oct', 'span': [15, 26], 'norm_value': {'day': 12, 'month': 10, 'year': 2022}}}"
I want to come tonight,,
"If you could provide more info on your products, that would be quite helpful.",['request_info'],
"i lost it, but no idea where","['lost_stolen', 'dont_know']",
I want to send money to someone abroad,"['international', 'transfer_payment_deposit', 'make_open_apply_setup_get_activate']",
send that package directly to my room,"['make_open_apply_setup_get_activate', 'room_service']",
no idea man,['dont_know'],
How much less did I spend on drinking on the current year?,"['transfer_payment_deposit', 'how_much', 'less_lower_before']","{'date_period': {'value': 'current year', 'span': [45, 57], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2022}, 'to': {'day': 31, 'month': 12, 'year': 2022}}}, 'shopping_category': {'value': 'drinking', 'span': [29, 37], 'norm_value': 'drinking'}}"
"Yes, it still shows as pending","['affirm', 'wrong_notworking_notshowing']",
"Not really, it just doesn't work as expected!","['wrong_notworking_notshowing', 'deny']",
It is an international transfer,"['international', 'transfer_payment_deposit']",
"My transaction shows as pending, I want a refund!","['refund', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",
what time does the pool close?,"['when', 'swimming_pool']",
about those standing orders I set,['standing_order'],
show my transactions from the 1st to the 7 June,"['request_info', 'transfer_payment_deposit']","{'date_from': {'value': '1st', 'span': [30, 33], 'norm_value': {'day': 1, 'month': 4, 'year': 2022}}, 'date_to': {'value': '7 June', 'span': [41, 47], 'norm_value': {'day': 7, 'month': 6, 'year': 2022}}}"
wifi,['wifi'],
What will happen with that transaction? I cannot revert it at all.,"['request_info', 'transfer_payment_deposit', 'wrong_notworking_notshowing']",
when will my loan be approved?,"['when', 'loan']",
what time does check in start?,"['check_in', 'when']",
cancel my direct debit to LA VN Kitchen,"['cancel_close_leave_freeze', 'direct_debit']","{'company_name': {'value': 'LA VN Kitchen', 'span': [26, 39], 'norm_value': 'LA VN Kitchen'}}"
"Yes, thank you","['affirm', 'thank']",
it has been reverted,['wrong_notworking_notshowing'],
Hi,['greet'],
I need to speak to someone at the restaurant.,"['restaurant', 'handoff']",
i can't afford my mortgage payments,"['mortgage', 'deny', 'transfer_payment_deposit']",
"the date of birth is not correct, it is the 5th of May 1962",['wrong_notworking_notshowing'],"{'date': {'value': '5th of May 1962', 'span': [44, 59], 'norm_value': {'day': 5, 'month': 5, 'year': 1962}}}"
my travel was cancelled because of the virus,,
Is it possible to pay with my other card?,"['request_info', 'transfer_payment_deposit', 'card']",
What did I spend most on this year,"['more_higher_after', 'request_info', 'transfer_payment_deposit']","{'date_period': {'value': 'this year', 'span': [25, 34], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2022}, 'to': {'day': 31, 'month': 12, 'year': 2022}}}}"
when will the transfer arrive?,"['arrival', 'transfer_payment_deposit', 'when']",
When exactly is our meeting on Saturday?,"['when', 'appointment']","{'date': {'value': 'Saturday', 'span': [31, 39], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}}"
topup just fails all the time,"['wrong_notworking_notshowing', 'transfer_payment_deposit']",
Can you activate it for me?,['make_open_apply_setup_get_activate'],
I can't withdraw any money,"['wrong_notworking_notshowing', 'withdrawal']",
"Yes, I wanted to talk about my mortgage","['affirm', 'mortgage']",
It isn't working and there's nothing I can do to change it,"['wrong_notworking_notshowing', 'change']",
what is the loan limit for short-term loans?,"['how_much', 'limits', 'loan']",
Does the money from the loan go straight into my current account?,"['loan', 'current', 'account', 'request_info']",
How much did I spend on holiday last Friday?,"['transfer_payment_deposit', 'how_much']","{'date': {'value': 'Friday', 'span': [37, 43], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}, 'shopping_category': {'value': 'holiday', 'span': [24, 31], 'norm_value': 'holiday'}}"
How do I change the amount for that recurring debit to Telegraph?,"['change', 'direct_debit', 'how']","{'company_name': {'value': 'Telegraph', 'span': [55, 64], 'norm_value': 'Telegraph'}}"
"there is a huge mess in my room, can you come and clean it asap?",['housekeeping'],
I have a booking and I need to amend the number of adults,"['change', 'existing', 'booking']",
I need a dinning reservation for 5 people on March 13th at 9 pm,"['make_open_apply_setup_get_activate', 'booking', 'restaurant']","{'time': {'value': '9 pm', 'span': [59, 63], 'norm_value': {'hour': 21, 'minute': 0}}, 'date': {'value': 'March 13th', 'span': [45, 55], 'norm_value': {'day': 13, 'month': 3, 'year': 2022}}, 'people': {'value': '5', 'span': [33, 34], 'norm_value': 5}}"
Hi am sorry I have to cancel the table for 4 people at 5 10 p.m.,"['greet', 'cancel_close_leave_freeze', 'restaurant', 'booking']","{'time': {'value': '5 10 p.m.', 'span': [55, 64], 'norm_value': {'hour': 17, 'minute': 10}}, 'people': {'value': '4', 'span': [43, 44], 'norm_value': 4}}"
Looking for a room from the 1st to the 17th for 8 people,"['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': '1st', 'span': [28, 31], 'norm_value': {'day': 1, 'month': 4, 'year': 2022}}, 'date_to': {'value': '17th', 'span': [39, 43], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}, 'people': {'value': '8', 'span': [48, 49], 'norm_value': 8}}"
"I pressed something wrong on the atm, and now my card doesn't work anywhere.","['wrong_notworking_notshowing', 'card']",
make it 3,,"{'number': {'value': '3', 'span': [8, 9], 'norm_value': 3}}"
Send us some doughnuts and milk for breakfast tomorrow.,"['make_open_apply_setup_get_activate', 'room_service']","{'date': {'value': 'tomorrow', 'span': [46, 54], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
Tuesday March 3,,"{'date': {'value': 'Tuesday March 3', 'span': [0, 15], 'norm_value': {'day': 3, 'month': 3, 'year': 2026}}}"
"No, it's just gone...","['deny', 'wrong_notworking_notshowing']",
anytime around midday please,,"{'time': {'value': 'midday', 'span': [15, 21], 'norm_value': {'hour': 12, 'minute': 0}}}"
2 adults looking for a double room for 7 nights,,"{'date_period': {'value': '7 nights', 'span': [39, 47], 'norm_values': {'type': 'relative', 'days': 7}}, 'adults': {'value': '2', 'span': [0, 1], 'norm_value': 2}, 'rooms': {'value': 'a double room', 'span': [21, 34], 'norm_value': 1}}"
I am calling because I don't know how to activate my card,"['make_open_apply_setup_get_activate', 'card']",
I need to change my surname to mayers,['change'],"{'person_name': {'value': 'mayers', 'span': [31, 37], 'norm_value': 'mayers'}}"
What are the limits?,"['request_info', 'limits']",
my last transfer from the savings account was declined. How can I get a refund?,"['wrong_notworking_notshowing', 'savings', 'account', 'refund', 'transfer_payment_deposit', 'how']",
"Yes, 23 00 night is correct.",['affirm'],"{'time': {'value': '23 00 night', 'span': [5, 16], 'norm_value': {'hour': 23, 'minute': 0}}}"
I was trying to make an international transfer for 350€ but it didn't work,"['international', 'transfer_payment_deposit', 'wrong_notworking_notshowing']","{'amount_of_money': {'value': '350€', 'span': [51, 55], 'norm_value': {'amount': 350.0, 'currency': 'EUR'}}}"
"much appreciated, can you revert the £29.32 to hyatt gift  payment then?","['transfer_payment_deposit', 'cancel_close_leave_freeze', 'thank']","{'amount_of_money': {'value': '£29.32', 'span': [37, 43], 'norm_value': {'amount': 29.32, 'currency': 'GBP'}}, 'company_name': {'value': 'hyatt gift', 'span': [47, 57], 'norm_value': 'hyatt gift'}}"
I would like to get a refund,['refund'],
Just enable that standing order to rickelle kawamoto on the 4th of each month,"['make_open_apply_setup_get_activate', 'standing_order']","{'date_period': {'value': '4th of each month', 'span': [60, 77], 'norm_values': {'type': 'periodic'}}, 'person_name': {'value': 'rickelle kawamoto', 'span': [35, 52], 'norm_value': 'rickelle kawamoto'}}"
tell me about pensions,['request_info'],
me with my daughter,,"{'kids': {'value': 'my daughter', 'span': [8, 19], 'norm_value': 1}, 'adults': {'value': 'me', 'span': [0, 2], 'norm_value': 1}}"
I want to increase my limit to 100 dollars,"['more_higher_after', 'change', 'limits']","{'amount_of_money': {'value': '100 dollars', 'span': [31, 42], 'norm_value': {'amount': 100.0, 'currency': 'USD'}}}"
Could you please cancel the lunch booking for 4 at 11:45 am under shanta ricciardi?,"['cancel_close_leave_freeze', 'restaurant', 'booking']","{'time': {'value': '11:45 am', 'span': [51, 59], 'norm_value': {'hour': 11, 'minute': 45}}, 'person_name': {'value': 'shanta ricciardi', 'span': [66, 82], 'norm_value': 'shanta ricciardi'}, 'people': {'value': '4', 'span': [46, 47], 'norm_value': 4}}"
Lost property,['lost_stolen'],
What would i have to do to close my mortgage?,"['cancel_close_leave_freeze', 'mortgage', 'how']",
My balance shows I went into overdraft,"['overdraft', 'balance']",
Is there any free parking close to the spa?,"['request_info', 'parking', 'spa']",
Can I lift weights?,"['gym', 'request_info']",
It's a Visa,['card'],
i'd like to hear about overnight parking,"['request_info', 'parking']","{'time_period': {'value': 'overnight', 'span': [23, 32], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 6, 'minute': 0}}}}"
I want to terminate my account with you,"['cancel_close_leave_freeze', 'account']",
Can I start paying in 230 days?,"['transfer_payment_deposit', 'request_info']","{'date': {'value': 'in 230 days', 'span': [19, 30], 'norm_value': {'day': 31, 'month': 10, 'year': 2022}}}"
How can I cancel my room?,"['cancel_close_leave_freeze', 'how', 'booking']",
i need to know more about an overdraft,"['overdraft', 'request_info']",
"Somebody stole my card in Zadar this morning, how can I block it?","['lost_stolen', 'cancel_close_leave_freeze', 'card', 'international', 'how']","{'time_period': {'value': 'morning', 'span': [37, 44], 'norm_values': {'type': 'absolute', 'from': {'hour': 0, 'minute': 0}, 'to': {'hour': 12, 'minute': 0}}}}"
I'm waiting for 13.8 pounds to be on my account,"['refund', 'account']","{'amount_of_money': {'value': '13.8 pounds', 'span': [16, 27], 'norm_value': {'amount': 13.8, 'currency': 'GBP'}}}"
What's the balance of my current account?,"['balance', 'account', 'how_much', 'current']",
can i change to 25 to 4 the appointment i had at 3:35 night?,"['change', 'appointment']","{'time_from': {'value': '3:35 night', 'span': [49, 59], 'norm_value': {'hour': 3, 'minute': 35}}, 'time_to': {'value': '25 to 4', 'span': [16, 23], 'norm_value': {'hour': 3, 'minute': 35}}}"
"Yes, getting that refund tomorrow is fine.","['affirm', 'refund']","{'date': {'value': 'tomorrow', 'span': [25, 33], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
Is it possible to lower the time limit for my fixed bonds account?,"['change', 'less_lower_before', 'account', 'request_info', 'limits']",
"Yes, that's it!",['affirm'],
i want to close my account,"['cancel_close_leave_freeze', 'account']",
on the 28th September,,"{'date': {'value': '28th September', 'span': [7, 21], 'norm_value': {'day': 28, 'month': 9, 'year': 2022}}}"
i need to schedule a meeting while im abroad,"['appointment', 'international', 'make_open_apply_setup_get_activate']",
"No, it's not this account","['deny', 'account']",
schedule transferring 190€ at 0:10 to the current account,"['current', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'account']","{'time': {'value': '0:10', 'span': [30, 34], 'norm_value': {'hour': 0, 'minute': 10}}, 'amount_of_money': {'value': '190€', 'span': [22, 26], 'norm_value': {'amount': 190.0, 'currency': 'EUR'}}}"
Last time I was at your hotel was September 4 or so.,,"{'date': {'value': 'September 4', 'span': [34, 45], 'norm_value': {'day': 4, 'month': 9, 'year': 2022}}}"
